Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINEPOLIS PATIO TLALPAN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,INSURGENTES SUR,4087,COLONIA,SANTA ÚRSULA XITLA,14420,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan                                                                                                       ,939,19.28490434,-99.17582206,2019-04
CINEPOLIS PATIO UNIVERSIDAD,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,EJE VIAL,UNIVERSIDAD,1048,COLONIA,XOCO,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez                                                                                                 ,952,19.36603452,-99.16763812,2016-01
CINEPOLIS PERISUR,EXHIBIDORA MEXICANA CINEPOLIS,101 a 250 personas,PERIFERICO,ADOLFO RUÍZ CORTINES,4690,COLONIA,INSURGENTES CUICUILCO,4500,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán                                                                                                      ,1105,19.30271599,-99.18993674,2017-03
CINEPOLIS PLAZA AEROPUERTO ZARAGOZA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALZADA,IGNACIO ZARAGOZA,270,COLONIA,SANTA CRUZ AVIACIÓN,15540,9,CIUDAD DE MÉXICO,17,Venustiano Carranza,1,Venustiano Carranza                                                                                           ,1007,19.42048708,-99.09672147,2012-06
CINEPOLIS PLAZA CARSO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,LAGO ZÚRICH,245,COLONIA,GRANADA AMPLIACIÓN,11529,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,444,19.44110977,-99.20300761,2010-07
CINEPOLIS PLAZA CENTRAL,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,EJE VIAL,4 ORIENTE RIO CHURUBUSCO,1635,COLONIA,CENTRAL DE ABASTO,9040,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2475,19.37686551,-99.09661302,2011-03
CINEPOLIS PLAZA CUITLÁHUAC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,CUITLÁHUAC,2309,COLONIA,SAN SALVADOR XOCHIMANCA,2870,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,824,19.45963402,-99.17823628,2023-11
CINEPOLIS PLAZA ERMITA IZTAPALAPA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,EJE VIAL,8 SUR (CALZADA ERMITA IZTAPALAPA),3417,COLONIA,XALPA,9640,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa                                                                                                    ,2691,19.3482786,-99.01849465,2011-03
CINEPOLIS PLAZA FORTUNA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,4 NORTE AVENIDA FORTUNA,334,COLONIA,MAGDALENA DE LAS SALINAS,7760,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1256,19.48456142,-99.13355899,2023-11
CINEPOLIS PLAZA ORIENTE,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,EJE VIAL,3 ORIENTE (INGENIERO EDUARDO MOLINA),1623,COLONIA,EL COYOL,7420,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,2907,19.48576966,-99.09457581,2010-07
CINEPOLIS PLAZA PARQUE JARDÍN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,JARDÍN,330,COLONIA,DEL GAS,2950,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,542,19.46870157,-99.15941877,2017-11
CINEPOLIS PLAZA TEPEYAC,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALZADA,DE GUADALUPE,431,COLONIA,GUADALUPE TEPEYAC,7840,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1805,19.47230288,-99.12188001,2010-07
CINEPOLIS PORTAL CHURUBUSCO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,RÍO CHURUBUSCO,583,COLONIA,SECTOR POPULAR,9060,9,CIUDAD DE MÉXICO,7,Iztapalapa,1,Iztapalapa                                                                                                    ,676,19.36906888,-99.12166221,2014-12
CINEPOLIS PORTAL SAN ÁNGEL,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,REVOLUCIÓN,1267,COLONIA,LOS ALPES,1040,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,987,19.36082219,-99.18955906,2023-11
CINEPOLIS PUERTA ARAGÓN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,CONSTITUCION DE LA REPÚBLICA,221,COLONIA,LA PRADERA,7500,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1716,19.48014404,-99.06501588,2026-04
CINEPOLIS PUERTA TLATELOLCO (DUAL),EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,EJE VIAL,2 NORTE MANUEL GONZALEZ,95,COLONIA,SAN SIMÓN TOLNAHUAC,6920,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,80,19.45581119,-99.14210459,2023-11
CINEPOLIS TENARIA CENTENARIO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,PROLONGACION 5 DE MAYO,3121,COLONIA,EX-HACIENDA DE TARANGO,1618,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,2292,19.3618229,-99.22335558,2023-11
CINEPOLIS TLATELOLCO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,RICARDO FLORES MAGÓN,210,COLONIA,GUERRERO,6300,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,521,19.45065704,-99.14030476,2019-04
CINEPOLIS TORRES LINDAVISTA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,MIGUEL OTHON DE MENDIZABAL ORIENTE,343,COLONIA,NUEVA INDUSTRIAL VALLEJO,7700,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,525,19.50744044,-99.14423105,2010-07
CINEPOLIS TOWN CENTER EL ROSARIO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,AQUILES SERDAN,1025,COLONIA,EL ROSARIO,2100,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,928,19.50291025,-99.20513044,2014-12
CINEPOLIS UNIVERSIDAD,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,UNIVERSIDAD,1000,COLONIA,SANTA CRUZ ATOYAC,3310,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez                                                                                                 ,825,19.36734959,-99.16675475,2010-07
CINEPOLIS VÍA VALLEJO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALZADA,1 PONIENTE (CALZADA VALLEJO),1090,COLONIA,INDUSTRIAL VALLEJO,2300,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,877,19.48749487,-99.15154021,2020-04
CINEPOLIS VIADUCTO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,VIADUCTO,RÍO DE LA PIEDAD,515,COLONIA,GRANJAS MÉXICO,8400,9,CIUDAD DE MÉXICO,6,Iztacalco,1,Iztacalco                                                                                                     ,132,19.4067419,-99.10809776,2023-11
CINEPOLIS VIP GRAN TERRAZA COAPA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALZADA,ACOXPA,610,COLONIA,VILLA COAPA,14390,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan                                                                                                       ,479,19.29458222,-99.12964774,2023-11
CINEPOLIS VIP MITIKAH,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALLE,REAL MAYORAZGO,130,COLONIA,XOCO,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez                                                                                                 ,967,19.36104879,-99.16978526,2023-11
CINEPOLIS VIP MIYANA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,EJÉRCITO NACIONAL MEXICANO,769,COLONIA,GRANADA,11560,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,552,19.4384524,-99.19981891,2018-03
CINEPOLIS VIP OASIS COYOACÁN,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,UNIVERSIDAD,1778,COLONIA,ROMERO DE TERREROS,4310,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán                                                                                                      ,249,19.34611935,-99.18067083,2010-07
CINEPOLIS VIP PASEO ACOXPA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALZADA,ACOXPA,430,RESIDENCIAL,VERGEL DEL SUR,14300,9,CIUDAD DE MÉXICO,12,Tlalpan,1,Tlalpan                                                                                                       ,214,19.29736268,-99.13652482,2023-11
CINEPOLIS VIP PASEO ARCOS BOSQUES,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALLE,PASEO DE LOS TAMARINDOS,400,COLONIA,BOSQUES DE LAS LOMAS,5120,9,CIUDAD DE MÉXICO,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,195,19.38805873,-99.2512369,2010-07
CINEPOLIS VIP PERISUR,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,PERIFERICO,ADOLFO RUÍZ CORTINES,4690,COLONIA,INSURGENTES CUICUILCO,4500,9,CIUDAD DE MÉXICO,3,Coyoacán,1,Coyoacán                                                                                                      ,1105,19.30271476,-99.18994614,2020-04
CINEPOLIS VIP PLAZA CARSO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,LAGO ZÚRICH,219,COLONIA,AMPLIACIÓN GRANADA,11529,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,444,19.4414304,-99.20297351,2023-11
CINEPOLIS VIP PLAZA FORTUNA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,4 NORTE AVENIDA FORTUNA,334,COLONIA,MAGDALENA DE LAS SALINAS,7760,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1256,19.48456142,-99.13355899,2023-11
CINEPOLIS VIP PORTAL SAN ÁNGEL,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,REVOLUCIÓN,1267,COLONIA,LOS ALPES,1040,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,987,19.36089174,-99.18955297,2023-11
CINEPOLIS VIP SAMARA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,ANTONIO DOVALÍ JAIME,70,COLONIA,SANTA FE,1210,9,CIUDAD DE MÉXICO,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1542,19.36811761,-99.25990552,2017-03
CINEPOLIS VIP UNIVERSIDAD,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,UNIVERSIDAD,1000,COLONIA,SANTA CRUZ ATOYAC,3310,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez                                                                                                 ,825,19.36767338,-99.16654624,2023-11
CINEPOLIS VIP VÍA VALLEJO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALZADA,1 PONIENTE (CALZADA VALLEJO),1090,COLONIA,INDUSTRIAL VALLEJO,2340,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,877,19.48749487,-99.15154021,2023-11
CINEPOLIS VISTA NORTE,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,ACUEDUCTO,650,COLONIA,RESIDENCIAL ZACATENCO,7369,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,756,19.50216066,-99.12108271,2020-04
CINEROTIKA RIO,LOVE STORE,0 a 5 personas,CALLE,REPUBLICA DE CUBA,85,COLONIA,CENTRO,6010,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,752,19.4369386,-99.13486834,2010-07
CINETECA NACIONAL,BANOBRAS SNC FIDEICOMISO PARA LA CINETECA NACIONAL,11 a 30 personas,EJE VIAL,1 PONIENTE (AVENIDA MÉXICO-COYOACÁN),389,COLONIA,XOCO,3330,9,CIUDAD DE MÉXICO,14,Benito Juárez,1,Benito Juárez                                                                                                 ,952,19.36042044,-99.16338162,2010-07
INTERBAKERS,INTERBAKERS,6 a 10 personas,AVENIDA,AZCAPOTZALCO,527,COLONIA,CENTRO DE AZCAPOTZALCO,2000,9,CIUDAD DE MÉXICO,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,472,19.47823698,-99.1870027,2024-11
LA CASA DEL CINE MX,NIENTOS DEL NORTE CINE,11 a 30 personas,CALLE,REPUBLICA DE URUGUAY,52,COLONIA,CENTRO,6000,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,818,19.43061615,-99.13722785,2014-12
LE CINEMA IFAL,EMBAJADA DE FRANCIA,31 a 50 personas,CALLE,RIO NAZAS,37,COLONIA,CUAUHTÉMOC,6500,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,790,19.43245962,-99.16678225,2025-04
NABOO FILMS CINEMATOGRAFIA,NABOO FILMS,0 a 5 personas,CALLE,MEDELLIN,31,COLONIA,ROMA NORTE,6700,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,998,19.42117929,-99.16690865,2024-11
SPECTRADYNE INTERNACIONAL INC,SPECTRADYNE INTERNATIONAL,11 a 30 personas,AVENIDA,PRESIDENTE MASARYK,101,COLONIA,POLANCO V SECCIÓN,11560,9,CIUDAD DE MÉXICO,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,675,19.43142597,-99.18553435,2010-07
TRANSCOMUNICACION,TRANSCOMUNICACION,11 a 30 personas,CALZADA,1 PONIENTE (CALZADA VALLEJO),705,COLONIA,NUEVA VALLEJO,7750,9,CIUDAD DE MÉXICO,5,Gustavo A. Madero,1,Gustavo A. Madero                                                                                             ,1237,19.48360954,-99.14960364,2019-11
W003 CINEMA,WOO3,0 a 5 personas,CALLE,MEDELLIN,31,COLONIA,ROMA NORTE,6700,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,998,19.42117929,-99.16690865,2024-11
WOO 7 FILMES,WOO 7,0 a 5 personas,CALLE,MEDELLIN,31,COLONIA,ROMA NORTE,6700,9,CIUDAD DE MÉXICO,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,998,19.42117929,-99.16690865,2024-11
100 CINEMEX GOMEZ PALACIO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,MIGUEL ALEMÁN,,COLONIA,FLORES MAGON,35090,10,DURANGO,7,Gómez Palacio,1,Gómez Palacio                                                                                                 ,185,25.54975119,-103.4766499,2016-10
107 CINEMEX HAMBURGO POP,OPERADORA DE CINEMAS,11 a 30 personas,CALZADA,FRANCISCO VILLA,601,FRACCIONAMIENTO,RINCONADAS HAMBURGO,35018,10,DURANGO,7,Gómez Palacio,1,Gómez Palacio                                                                                                 ,1662,25.59653612,-103.4978465,2014-12
226 CINEMEX PORTAL DURANGO PREMIUM,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,FRANCISCO VILLA,,FRACCIONAMIENTO,20 DE NOVIEMBRE,34130,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,002A,24.0467835,-104.6234059,2023-11
64 CINEMEX DURANGO PLATINO,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,TECNOLÓGICO,1401,COLONIA,ESPERANZA,34080,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,3698,24.03475785,-104.6517857,2019-11
65 CINEMEX DURANGO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,TECNOLÓGICO,1401,COLONIA,ESPERANZA,34080,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,3698,24.03475785,-104.6517857,2010-07
71 CINEMEX EL SALTO POP,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,BICENTENARIO DE LA INDEPENDENCIA,,COLONIA,EL BRILLANTE,34945,10,DURANGO,23,Pueblo Nuevo,1,El Salto                                                                                                      ,1134,23.78712243,-105.3508949,2025-04
CINEMEX,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,MAR DE PLATA,,COLONIA,20 DE NOVIEMBRE,34234,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,002A,24.04505784,-104.6227272,2026-04
CINEPOLIS CHEDRAUI DURANGO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,DOMINGO ARRIETA,601,COLONIA,EL REFUGIO,34170,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,3823,24.01088073,-104.6624159,2016-01
CINEPOLIS DURANGO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,FRANCISCO VILLA,,COLONIA,JARDINES DE DURANGO,34200,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,1761,24.04311122,-104.6283382,2010-07
CINEPOLIS GUADIANA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,SAHUATOBA,224,FRACCIONAMIENTO,LOMA DORADA,34104,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,3804,24.01216727,-104.6910437,2023-11
CINEPOLIS SAN ANTONIO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,EJÉRCITO MEXICANO,396,AMPLIACION,SAN ANTONIO,35015,10,DURANGO,7,Gómez Palacio,1,Gómez Palacio                                                                                                 ,1677,25.59375641,-103.4844519,2023-11
CINETECA MUNICIPAL,,0 a 5 personas,CALLE,JUAREZ,,COLONIA,ZONA CENTRO,34000,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,176,24.02950021,-104.6704488,2014-12
CITI CINE MAS,GRUPO CINEMAS DEL PACIFICO,11 a 30 personas,AVENIDA,REAL DEL MEZQUITAL,101,FRACCIONAMIENTO,REAL DEL MEZQUITAL,34199,10,DURANGO,5,Durango,1,Victoria de Durango                                                                                           ,2030,24.00183731,-104.6526484,2019-11
1 CINEMEX CORTAZAPOP,OPERADORA DE CINEMAS,6 a 10 personas,AVENIDA,PASEO DE LAS CASUARINAS ,101,COLONIA,CORTAZAR,38559,11,GUANAJUATO,11,Cortazar,1,Cortazar                                                                                                      ,214,20.47159616,-100.9633567,2019-11
104 CINEMEX GUANAJUATO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,CAMINO ROTARIO,,COLONIA,LOMAS DE POZUELOS,36000,11,GUANAJUATO,15,Guanajuato,1,Guanajuato                                                                                                    ,497,21.01350873,-101.2619226,2012-06
115 CINEMEX IRAPUATO TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,LAS ARBOLEDAS,1200,COLONIA,SAN MIGUELITO,36557,11,GUANAJUATO,17,Irapuato,1,Irapuato                                                                                                      ,1521,20.67405735,-101.3717632,2014-12
149 CINEMEX MALECON TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,MARIANO ESCOBEDO,3002,COLONIA,EL TLACUACHE PONIENTE,37500,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,1300,21.10718588,-101.6599164,2011-03
214 CINEMEX PLAZA MAYOR PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,JUAN ALONSO DE TORRES,2002,COLONIA,PLAZA MAYOR (COMERCIO),37150,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,2205,21.15523811,-101.695814,2016-01
215 CINEMEX PLAZA MAYOR TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,JUAN ALONSO DE TORRES,2002,COLONIA,PLAZA MAYOR (COMERCIO),37150,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,2205,21.15580226,-101.6947785,2025-04
223 CINEMEX PLAZA STADIUM TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,ADOLFO LOPEZ MATEOS ORIENTE,1702,COLONIA,ZONA RECREATIVA Y CULTURAL (PARQUE-SERVICIOS),37500,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,779,21.11696602,-101.6586749,2014-12
245 CINEMEX SALAMANCA PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,LIBRAMIENTO PONIENTE SALAMANCA-IRAPUATO (BLVD AEROPUERTO),214,RESIDENCIAL,LAS GLORIAS,36773,11,GUANAJUATO,27,Salamanca,1,Salamanca                                                                                                     ,1477,20.5837867,-101.2287617,2019-11
255 CINEMEX SAN JUAN BOSCO POP,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,SAN JUAN BOSCO,2019,COLONIA,PRO. LOMAS DE LAS HILAMAS,37358,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,5303,21.1352419,-101.7185294,2025-04
259 CINEMEX SAN MIGUEL TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CALLE,JOSE MANUEL ZAVALA,,COLONIA,LA LUCIERNAGA,37000,11,GUANAJUATO,3,San Miguel de Allende,1,San Miguel de Allende                                                                                         ,301,20.90396696,-100.7295788,2019-11
260 CINEMEX SAN ROQUE TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,FEDERAL KM 90 IRAPUATO- ABASOLO (ENRIQUE COLUNGA (FEDERAL IRAPUATO-ABASOLO KM 90)),1184,COLONIA,18 DE AGOSTO,36590,11,GUANAJUATO,17,Irapuato,1,Irapuato                                                                                                      ,1235,20.65485218,-101.3415033,2010-07
6 CINEMEX ALAIA PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,EUQUERIO GUERRERO,139,COLONIA,EUQUERIO GUERRERO,36250,11,GUANAJUATO,15,Guanajuato,126,Yerbabuena                                                                                                    ,938,20.97407629,-101.2797577,2019-11
CINE MAS GUANAJUATO,,6 a 10 personas,CALLE,CANTADOR,32,COLONIA,PARDO,36000,11,GUANAJUATO,15,Guanajuato,1,Guanajuato                                                                                                    ,571,21.01804204,-101.2628121,2024-11
CINEMA MOVIE CENTER,VER CINEMAS,11 a 30 personas,CIRCUITO,NINGUNO,200,COLONIA,CENTRO,36300,11,GUANAJUATO,31,San Francisco del Rincón,1,San Francisco del Rincón                                                                                      ,147,21.02288101,-101.8504176,2016-01
CINEMA SAN LUIS,UMMA ENTERTAINMENT,0 a 5 personas,CALLE,NIÑOS HEROES,108,COLONIA,ZONA CENTRO,37900,11,GUANAJUATO,33,San Luis de la Paz,1,San Luis de la Paz                                                                                            ,156,21.29781695,-100.5150671,2016-10
CINEMAS LEON,,0 a 5 personas,CALLE,IGNACIO COMONFORT,319,COLONIA,CENTRO,37000,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,730,21.11994678,-101.6862379,2010-07
CINEPOLIS CENTRO COMERCIAL ALTACIA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,AEROPUERTO,104,COLONIA,PRO. NORTE CERRITO DE JEREZ,37530,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,189A,21.09299103,-101.624567,2020-04
CINEPOLIS CENTRO MAX,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,BOULEVARD,ADOLFO LOPEZ MATEOS ORIENTE,2518,COLONIA,CENTRO MAX BAJÍO (COMERCIO),37530,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,189A,21.10196792,-101.6356472,2010-07
CINEPOLIS GALERÍAS CELAYA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,EJE VIAL,EJE NORORIENTE,200,COLONIA,LAS COMPUERTAS DEL CAMPESTRE,38080,11,GUANAJUATO,7,Celaya,1,Celaya                                                                                                        ,274A,20.53076826,-100.7766728,2014-12
CINEPOLIS GALERÍAS LAS TORRES,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,JUAN ALONSO DE TORRES,1315,COLONIA,PLAZA GALERIAS,37200,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,2455,21.14583028,-101.6483734,2010-07
CINEPOLIS GALERÍAS METROPOLITANA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,NINGUNO,240,COLONIA,LA JOYITA,38983,11,GUANAJUATO,41,Uriangato,1,Uriangato                                                                                                     ,711,20.12084089,-101.1777147,2010-07
CINEPOLIS GALERÍAS METROPOLITANA SAN FRANCISCO DEL RINCÓN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JUVENTINO ROSAS,500,COLONIA,BOULEVARD JUVENTINO ROSAS,36300,11,GUANAJUATO,31,San Francisco del Rincón,1,San Francisco del Rincón                                                                                      ,217,21.02880637,-101.8683936,2010-07
CINEPOLIS GALERÍAS SALAMANCA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,FAJA DE ORO,1502,COLONIA,GUADALUPE,36747,11,GUANAJUATO,27,Salamanca,1,Salamanca                                                                                                     ,816,20.58326424,-101.2150856,2014-12
CINEPOLIS HILAMAS,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,JUAN ALONSO DE TORRES,360,COLONIA,LAS HILAMAS,37407,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,303A,21.12405464,-101.7203113,2019-11
CINEPOLIS LEÓN,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,BOULEVARD,ADOLFO LÓPEZ MATEOS ORIENTE,1309,COLONIA,LOS GAVILANES,37270,11,GUANAJUATO,20,León,1,León de los Aldama                                                                                            ,641,21.11929143,-101.6645906,2010-07
CINEPOLIS MC LA JOYA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,5 DE MAYO,112,COLONIA,LA JOYA,36130,11,GUANAJUATO,37,Silao de la Victoria,1,Silao de la Victoria                                                                                          ,70,20.94498066,-101.4170096,2010-07
CINEPOLIS PARQUE CELAYA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CALLE,EJE NOR-PONIENTE,801,COLONIA,LOS PINOS PRIMERA SECCIÓN,38020,11,GUANAJUATO,7,Celaya,1,Celaya                                                                                                        ,2167,20.54824119,-100.840507,2014-12
