Nombre de la Unidad Económica,Razón social,Descripcion estrato personal ocupado,Tipo de vialidad,Nombre de la vialidad,Número exterior o kilómetro,Tipo de asentamiento humano,Nombre de asentamiento humano,Código Postal,Clave entidad,Entidad federativa,Clave municipio,Municipio,Clave localidad,Localidad,Área geoestadística básica ,Latitud,Longitud,Fecha de incorporación al DENUE
CINESTARS,JOEL TORRES,11 a 30 personas,AVENIDA,CORONEL GREGORIO MENDEZ MAGAÑA,220,COLONIA,CENTRO,86800,27,TABASCO,16,Teapa,1,Teapa                                                                                                         ,137,17.55164756,-92.95195057,2014-12
153 CINEMEX MATAMOROS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,LAURO VILLAR,1203,COLONIA,ARBOLEDAS,87440,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros                                                                                             ,1353,25.86307926,-97.47825506,2010-07
190 CINEMEX PASEO RIO BRAVO TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,FCO I MADERO (BOULEVAR MIGUEL HIDALGO) (BOULEVAR MIGUEL HIDALGO),2000,ZONA INDUSTRIAL,RÍO BRAVO SECCIÓN 2,88960,28,TAMAULIPAS,33,Río Bravo,1,Ciudad Río Bravo                                                                                              ,058A,25.98552418,-98.09125752,2014-12
222 CINEMEX PLAZA REAL REYNOSA PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,BOULEVARD,MIGUEL HIDALGO Y COSTILLA (CARRETERA FEDERAL NÚMERO 40 A MONTERREY),101,COLONIA,LAS FUENTES,88710,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,128A,26.07460917,-98.31960713,2014-12
277 CINEMEX TAMPICO TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,DIAGONAL,SUR-NORTE,1101,COLONIA,TAMPICO,89130,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,105,22.25401724,-97.86203382,2014-12
309 CINEMEX ZONA DORADA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,CRISTÓBAL COLÓN,,COLONIA,DEL PRADO ZONA DORADA,88530,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,1133,26.08571797,-98.27032842,2010-07
33 CINEMEX CD MANTE TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,VICENTE GUERRERO,900,COLONIA,ZONA CENTRO,89800,28,TAMAULIPAS,21,El Mante,1,Ciudad Mante                                                                                                  ,324,22.7414064,-98.9608989,2010-07
36 CINEMEX CD VICTORIA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,TAMAULIPAS,2030,COLONIA,CENTRO COMERCIAL SORIANA PALMAS,87040,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria                                                                                               ,076A,23.75046833,-99.14211015,2014-12
63 CINEMEX DOS LAREDOS TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CALLE,15 DE SEPTIEMBRE,3553,COLONIA,CAMPESTRE,88280,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo                                                                                                  ,1542,27.45832485,-99.51260269,2010-07
CINE OLIMPIA,,0 a 5 personas,CALLE,TAMAULIPAS,400,COLONIA,CENTRO,89000,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,393,22.21802825,-97.85504547,2010-07
CINEBOX AEROPUERTO TAMPICO,CINEMAS DE TAMPICO,11 a 30 personas,CARRETERA,MIGUEL HIDALGO Y COSTILLA (CARRETERA FEDERAL NÚMERO 80),6905,COLONIA,FRANCISCO JAVIER MINA,89318,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,938,22.29903353,-97.87808207,2014-12
CINEMAS DE VALLE HERMOSO,CINEMAS DE VALLE HERMOSO,6 a 10 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,495,COLONIA,ZONA CENTRO,87500,28,TAMAULIPAS,40,Valle Hermoso,1,Valle Hermoso                                                                                                 ,476,25.67325422,-97.81206905,2010-07
CINEPOLIS ALTAMA TAMPICO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,EJÉRCITO MEXICANO,708,COLONIA,PRIMAVERA,89130,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,177,22.25016534,-97.86482077,2019-11
CINEPOLIS DEL RÍO PLAZA COMERCIAL,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,MORELOS,,COLONIA,ANTONIO J BERMUDEZ,88727,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,1576,26.05687432,-98.29309456,2014-12
CINEPOLIS LAS ADELITAS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CALLE,JESUS ELIAS PIÑA,525,COLONIA,FIDEL VELÁZQUEZ SÁNCHEZ,87049,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria                                                                                               ,1753,23.74960454,-99.15732934,2019-04
CINEPOLIS MC PLAZA CITADINA REYNOSA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,FEDERAL LIBRE 97 LAS URRACAS-T.C. MATAMOROS-REYNOSA,500,COLONIA,ESTIVA ALCALA,88796,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,3695,26.00840497,-98.27646836,2014-12
CINEPOLIS MÉXICO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CALLE,FRANCISCO I MADERO,2810,COLONIA,CENTRO,88000,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo                                                                                                  ,309,27.48764145,-99.50718667,2010-07
CINEPOLIS MULTIPLAZA REAL TAMPICO,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,AVENIDA,MONTERREY,201,COLONIA,ESFUERZO OBRERO,89316,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,552,22.31472355,-97.86734494,2026-04
CINEPOLIS PASEO REFORMA,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,REFORMA,5601,COLONIA,CENTRO COMERCIAL REFORMA,88275,28,TAMAULIPAS,27,Nuevo Laredo,1,Nuevo Laredo                                                                                                  ,1580,27.44650399,-99.52036912,2017-03
CINEPOLIS PLAZA CAMPESTRE,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,TAMAULIPAS,3262,FRACCIONAMIENTO,VILLARREAL,87027,28,TAMAULIPAS,41,Victoria,1,Ciudad Victoria                                                                                               ,469,23.76330429,-99.13986162,2010-07
CINEPOLIS PLAZA FIESTA (MATAMOROS),EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,PEDRO CÁRDENAS GUTIÉRREZ,110,FRACCIONAMIENTO,VICTORIA,87390,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros                                                                                             ,1508,25.84976302,-97.50591511,2017-03
CINEPOLIS PLAZA PERIFÉRICO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,CARRETERA,FEDERAL LIBRE 10 LIBRAMIENTO DE REYNOSA (MATAMOROS-MONTERREY) MARGEN IZQUIERDO,1000,COLONIA,LOMAS DEL REAL DE JARINCHINAS,88730,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,2362,26.0553211,-98.36845551,2012-06
CINEPOLIS SENDERO MATAMOROS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,CONSTITUYENTES,300,COLONIA,QUINTA REAL,87315,28,TAMAULIPAS,22,Matamoros,1,Heroica Matamoros                                                                                             ,3044,25.85547069,-97.5361878,2010-07
CINEPOLIS TAMPICO,EXHIBIDORA MEXICANA CINEPOLIS,51 a 100 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,5107,COLONIA,FLAMBOYANES,89330,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,1071,22.27248169,-97.87447338,2010-07
CINEPOLIS VIP ALTAMA TAMPICO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,EJÉRCITO MEXICANO,708,COLONIA,PRIMAVERA,89130,28,TAMAULIPAS,38,Tampico,1,Tampico                                                                                                       ,177,22.25016697,-97.86481475,2017-03
CINEPOLIS VIP PLAZA PERIFÉRICO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,CARRETERA,FEDERAL LIBRE 10 LIBRAMIENTO DE REYNOSA (MATAMOROS-MONTERREY) MARGEN IZQUIERDO,1000,COLONIA,LOMAS DEL REAL DE JARINCHINAS,88730,28,TAMAULIPAS,32,Reynosa,1,Reynosa                                                                                                       ,2362,26.05360798,-98.36715765,2020-04
MULTI CINEMAS AZTECA,MULTICINEMAS AZTECA 5,31 a 50 personas,AVENIDA,FRANCISCO I MADERO,,COLONIA,RÍO BRAVO SECCIÓN 2,88900,28,TAMAULIPAS,33,Río Bravo,1,Ciudad Río Bravo                                                                                              ,058A,25.98554679,-98.09134346,2010-07
98 CINEMEX GALERIAS TLAXCALA PREMIUM,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,LIBRAMIENTO DE TLAXCALA,8238,LOCALIDAD,SAN SEBASTIAN ATLAHAPA,90111,29,TLAXCALA,33,Tlaxcala,15,San Sebastián Atlahapa                                                                                        ,1008,19.29001875,-98.23207594,2023-11
CINE CINETIX APIZACO,,0 a 5 personas,BOULEVARD,EMILIO SANCHEZ PIEDRAS,409,COLONIA,CENTRO,90300,29,TLAXCALA,5,Apizaco,1,Ciudad de Apizaco                                                                                             ,382,19.41827199,-98.13763905,2019-11
CINEMAS CALPULALPAN,,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS,24,COLONIA,CENTRO,90200,29,TLAXCALA,6,Calpulalpan,1,Heroica Ciudad de Calpulalpan                                                                                 ,125,19.58707301,-98.56830652,2024-11
CINEPOLIS GRAN PATIO TLAXCALA,EXHIBIDORA MEXICANA CINEPOLIS,11 a 30 personas,CARRETERA,FEDERAL LIBRE 121 PUEBLA-BELEM,3,COLONIA,TLATEMPAN,90610,29,TLAXCALA,2,Apetatitlán de Antonio Carvajal,1,Apetatitlán                                                                                                   ,37,19.33937095,-98.19905793,2014-12
CINEPOLIS PARQUE VÉRTICE TLAXCALA,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,BOULEVARD,GUILLERMO VALLE,111,COLONIA,TLAXCALA CENTRO,90000,29,TLAXCALA,33,Tlaxcala,1,Tlaxcala de Xicohténcatl                                                                                      ,531,19.32409814,-98.2311917,2023-11
CINEPOLIS PLAZA COMERCIAL APIZACO,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,PROLONGACION,16 DE SEPTIEMBRE,2407,ZONA FEDERAL,LA CIENEGA,90347,29,TLAXCALA,5,Apizaco,1,Ciudad de Apizaco                                                                                             ,414,19.41263789,-98.13319526,2014-12
CINETIX,,6 a 10 personas,CARRETERA,OCOTLÁN,20,COLONIA,VISTA HERMOSA,90014,29,TLAXCALA,33,Tlaxcala,8,Ocotlán                                                                                                       ,692,19.31704826,-98.22042378,2019-11
SALA DE CINE MIGUEL N LIRA,COORDINACION DE RADIO CINE Y TELEVISION,6 a 10 personas,CALLE,CAMINO REAL,,LOCALIDAD,SANTA MARIA IXTULCO,90105,29,TLAXCALA,33,Tlaxcala,17,Santa María Ixtulco                                                                                           ,1116,19.32890089,-98.21758042,2010-07
132 CINEMEX LAS PALMAS TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,MIGUEL ANGEL DE QUEVEDO,3852,COLONIA,CRISTOBAL COLON,91755,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,1,Veracruz                                                                                                      ,152,19.19590525,-96.15522923,2014-12
14 CINEMEX ANDAMAR TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,ADOLFO RUIZ CORTINES,4300,COLONIA,PREDIO URBANO MOCAMBO COLLADO BOTICARIA,94293,30,VERACRUZ DE IGNACIO DE LA LLAVE,28,Boca del Río,37,Veracruz                                                                                                      ,233,19.16093344,-96.10907728,2010-07
173 CINEMEX NUEVO VERACRUZ TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,NINGUNO,835,COLONIA,EX HACIENDA BUENA VISTA,91697,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,241,Nuevo Veracruz                                                                                                ,380A,19.17218741,-96.19125454,2019-11
229 CINEMEX POZA RICA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,PROL PUEBLA,502,COLONIA,PALMA SOLA,93320,30,VERACRUZ DE IGNACIO DE LA LLAVE,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo                                                                                          ,910,20.54351821,-97.46796026,2010-07
271 CINEMEX SORIANA CORDOBA TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,CARRETERA,CÓRDOBA A PEÑUELA,3511,COLONIA,ZONA INDUSTRIAL,94690,30,VERACRUZ DE IGNACIO DE LA LLAVE,44,Córdoba,1,Córdoba                                                                                                       ,487,18.88257589,-96.92264987,2014-12
272 CINEMEX SORIANA MINATITLAN TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,BOULEVARD,INSTITUTO TECNOLÓGICO,24,COLONIA,INSURGENTES NORTE,96710,30,VERACRUZ DE IGNACIO DE LA LLAVE,108,Minatitlán,1,Minatitlán                                                                                                    ,1130,17.99275851,-94.57522545,2010-07
68 CINEMEX EL PALMAR TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,AVENIDA DE LAS PALMAS,101,COLONIA,PENSIONES DEL ESTADO,96523,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos                                                                                                 ,188A,18.14345871,-94.47283716,2010-07
70 CINEMEX EL PATIO POZA RICA TRADICIONAL,OPERADORA DE CINEMAS,11 a 30 personas,CARRETERA,CARRETERA A CAZONES DE HERRERA,0,COLONIA,LA RUEDA,93306,30,VERACRUZ DE IGNACIO DE LA LLAVE,131,Poza Rica de Hidalgo,1,Poza Rica de Hidalgo                                                                                          ,1162,20.56897602,-97.43421246,2014-12
82 CINEMEX FORUM COATZACOALCOS PLATINO,OPERADORA DE CINEMAS,11 a 30 personas,AVENIDA,JAVIER ANAYA VILLAZÓN,5,COLONIA,EL TESORO,96536,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos                                                                                                 ,383,18.14262857,-94.48702041,2016-10
83 CINEMEX FORUM COATZACOALCOS TRADICIONAL,OPERADORA DE CINEMAS,31 a 50 personas,AVENIDA,ANTIGUA A MINATITLÁN,,COLONIA,EL TESORO,96536,30,VERACRUZ DE IGNACIO DE LA LLAVE,39,Coatzacoalcos,1,Coatzacoalcos                                                                                                 ,383,18.13946486,-94.48797345,2025-04
CAFETERIA VALHALLA,,0 a 5 personas,AVENIDA,JOSE MARIA MORELOS Y PAVON,42,COLONIA,CENTRO,91240,30,VERACRUZ DE IGNACIO DE LA LLAVE,92,Xico,1,Xico                                                                                                          ,179,19.42255351,-97.01266207,2026-04
CINE CINEPOLIS,EXHIBIDORA MEXICANA CINEPOLIS,31 a 50 personas,AVENIDA,SALVADOR DIAZ MIRON,2069,COLONIA,CENTRO,91700,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,1,Veracruz                                                                                                      ,400,19.17526516,-96.13457483,2026-04
CINE PARA ADULTOS SALA PARIS,,0 a 5 personas,CALLE,VICTIMAS DEL 25 DE JUNIO,110,BARRIO,LA HUACA,91700,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,1,Veracruz                                                                                                      ,256,19.19523356,-96.13451996,2024-11
CINE SIN NOMBRE,,0 a 5 personas,CALLE,FRANCISCO I MADERO NORTE,961,COLONIA,CENTRO,94303,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,Orizaba,1,Orizaba                                                                                                       ,425,18.85656901,-97.10831923,2023-11
CINE TEATRO PREMIER,,0 a 5 personas,CALLE,SUR 10,125,COLONIA,ESCANDON,94370,30,VERACRUZ DE IGNACIO DE LA LLAVE,118,Orizaba,1,Orizaba                                                                                                       ,213,18.84030864,-97.10693289,2010-07
CINEBOX,EL CINE NOS MUEVE,11 a 30 personas,CALLE,PEDRO GARCIA,,COLONIA,CENTRO,95108,30,VERACRUZ DE IGNACIO DE LA LLAVE,174,Tierra Blanca,1,Tierra Blanca                                                                                                 ,227,18.45546768,-96.36047971,2026-04
CINEBOX DIVER PLAZA,CINE NOS MUEVE,6 a 10 personas,CALLE,FIDEL VELAZQUEZ,526,FRACCIONAMIENTO,LOMAS DE RIO MEDIO II,91809,30,VERACRUZ DE IGNACIO DE LA LLAVE,193,Veracruz,1,Veracruz                                                                                                      ,3000,19.21400684,-96.20248541,2026-04
